date,open,close,low,high,avgGas
2019-01-23,10.0,10.0,1.0,25.0,71533.46135100005
2019-01-22,2.0,5.0,1.0,30.0,62984.310801999985
2019-01-21,5.0,1.0,1.0,20.0,74031.13812399998
2019-01-20,3.0,6.0,1.0,20.0,91837.22164799993
2019-01-19,3.0,10.0,1.0,25.0,94433.65355599999
2019-01-18,5.0,5.0,1.0,30.0,108489.46582899989
2019-01-17,10.5,4.0,1.0,50.0,78558.41151899996
2019-01-16,4.5,25.0,1.0,30.0,76305.20069000001
2019-01-15,10.0,3.0,1.0,35.0,72446.87985799999
2019-01-14,12.0,14.0,1.0,60.0,57488.34125
2019-01-13,10.78,1.0,1.0,50.0,77887.01574799999
2019-01-12,3.3,6.86,1.0,30.0,81471.89534200002
2019-01-11,1.3,1.0,1.0,50.0,105235.07633400001
2019-01-10,2.0,3.38,1.0,50.0,79582.65718000001
2019-01-09,2.0,1.0,1.0,58.0,76399.22131600001
2019-01-08,5.0,10.0,0.6000000000000001,35.0,75398.824643
2019-01-07,1.0,5.0,1.0,88.0,69928.12288799997
2019-01-06,20.0,2.0,1.0,40.0,80518.97163600002
2019-01-05,3.5,3.29,1.0,41.0,81082.56584999997
2019-01-04,1.2,27.0,1.0,50.0,88464.98279199997
2019-01-03,50.0,3.0,1.0,50.0,76645.35566
2019-01-02,2.6,35.0,1.0,51.0,84500.75619699998
2019-01-01,1.0,8.65,1.0,41.0,108368.35410100003
2018-12-31,6.74,2.0,1.0,50.0,88718.10607899999
2018-12-30,3.5,9.0,1.0,50.0,93796.75544600002
2018-12-29,15.0,10.0,1.0,50.0,109394.03870499998
2018-12-28,6.0,2.4,1.0,40.0,90901.22480699998
2018-12-27,2.0,10.0,1.0,50.0,79569.43358299999
2018-12-26,1.4,5.0,1.0,60.0,74493.25766400002
2018-12-25,10.0,20.0,1.0,50.0,87070.68477999998
2018-12-24,4.0,3.0,1.0,40.0,72513.73055100002
2018-12-23,3.0,7.5,1.0,50.0,84742.98966499999
2018-12-22,4.0,9.21,1.0,41.0,96393.5703
2018-12-21,2.2,7.0,1.0,40.0,117582.94309400002
2018-12-20,6.1,9.0,1.0,50.0,76140.74945700001
2018-12-19,10.0,10.0,1.0,60.0,73395.55742900002
2018-12-18,11.0,9.0,1.0,40.0,119369.27913299999
2018-12-17,10.0,20.0,1.0,50.0,74790.57532000002
2018-12-16,15.0,2.4,1.0,30.8,94758.98370700002
2018-12-15,35.0,5.0,1.0,50.0,86343.17534300001
2018-12-14,5.0,30.0,1.0,35.0,76901.70010499998
2018-12-13,5.0,5.2,1.0,41.0,92724.59817399997
2018-12-12,10.0,5.0,1.0,50.0,106576.87654999999
2018-12-11,4.0,5.0,1.0,50.0,122103.04636400001
2018-12-10,14.0,4.0,1.0,120.0,74926.57516
2018-12-09,5.1,6.0,1.0,55.0,84772.42630400002
2018-12-08,6.0,3.2,1.0,60.0,80281.355579
2018-12-07,3.4,5.06,1.0,30.0,112831.710336
2018-12-06,5.1,10.0,1.0,22.0,94625.53949399997
2018-12-05,5.39,14.1,1.0,30.92,92250.47780800004
2018-12-04,10.0,8.5,1.0,50.0,101374.664496
2018-12-03,25.0,9.0,1.0,41.0,88917.62433699999
2018-12-02,5.0,4.0,1.0,50.0,104268.21177400008
2018-12-01,4.8,5.1,1.0,45.75,112194.02678499994
2018-11-30,10.0,10.0,1.0,100.0,79203.57650399997
2018-11-29,7.0,10.15,3.0,45.75,96932.64460300001
2018-11-28,6.0,1.0,1.0,60.0,94983.11293999999
2018-11-27,8.0,9.0,1.0,56.0,91964.01723800003
2018-11-26,6.0,8.03,1.0,64.7,70243.50615999999
2018-11-25,13.0,6.0,1.0,62.0,70564.34798699999
2018-11-24,50.0,3.0,1.0,63.0,81142.561183
2018-11-23,20.0,12.0,1.0,50.0,90115.11836300005
2018-11-22,11.0,6.0,1.0,91.0,190461.66074599995
2018-11-21,7.0,2.1,1.0,50.0,136428.95922600004
2018-11-20,5.0,6.0,1.0,45.75,82470.132955
2018-11-19,8.0,3.8,1.51,38.0,101156.86131499996
2018-11-18,3.0,4.8,1.0,66.0,93443.99218000002
2018-11-17,5.4,10.0,1.0,60.0,89669.28879
2018-11-16,8.0,30.0,1.0,50.0,128645.78507600004
2018-11-15,6.0,10.9,1.0,53.19,84774.361283
2018-11-14,9.0,3.6,1.0,51.9,73492.928787
2018-11-13,7.1,3.0,1.0,42.1,78062.48354000002
2018-11-12,3.0,3.0,1.0,50.0,99718.42690600004
2018-11-11,1.0,30.0,1.0,41.0,78776.30834
2018-11-10,3.0,10.0,1.0,30.0,93332.14690999998
2018-11-09,20.0,3.0,1.0,41.0,176158.119128
2018-11-08,4.0,11.0,1.0,66.0,77398.46063700004
2018-11-07,7.1,17.0,1.0,30.0,177987.51211400007
2018-11-06,7.1,7.0,1.0,50.0,70134.15235400002
2018-11-05,10.0,9.3,1.0,60.0,176933.323322
2018-11-04,8.0,9.0,1.0,41.0,68085.11052600003
2018-11-03,5.9,3.0,1.0,50.0,97257.149328
2018-11-02,14.48,10.0,1.0,57.0,62569.59523800002
2018-11-01,10.0,3.0,1.0,43.0,75982.70602799997
2018-10-31,25.0,11.0,1.0,41.0,81540.54303999999
2018-10-30,1.0,6.0,1.0,41.0,96832.48691299999
2018-10-29,8.4,2.0,1.0,50.0,123575.10922500004
2018-10-28,30.0,60.1,1.0,60.1,121870.90989699998
2018-10-27,2.7,5.0,1.0,41.0,100283.36369199998
2018-10-26,9.68,6.0,1.0,32.0,108312.74188700005
2018-10-25,7.0,11.49,1.0,40.0,98371.13008999993
2018-10-24,7.92,15.0,1.0,42.0,111289.96889899998
2018-10-23,25.0,7.28,0.25,25.0,79658.39967299999
2018-10-22,3.1,3.0,0.13,50.0,93157.106712
2018-10-21,3.77,4.0,1.0,39.0,82874.202486
2018-10-20,3.3,18.0,1.0,30.0,85254.59178199999
2018-10-19,3.0,2.6,1.0,56.0,74607.60411600002
2018-10-18,6.5,2.18,1.0,40.0,121129.11150300002
2018-10-17,8.0,5.0,0.12,51.9,93531.58705100002
2018-10-16,25.0,7.0,0.12,51.0,109662.52647500002
2018-10-15,18.0,1.0,1.0,50.0,79929.48808700005
2018-10-14,3.3,1.01,0.11,50.0,121110.22718599997
2018-10-13,5.6,2.0,0.11,40.0,85053.543638
2018-10-12,4.0,20.52,1.0,51.0,100290.772154
2018-10-11,1.0,5.0,1.0,41.0,98262.20707699996
2018-10-10,6.0,3.0,0.21,50.0,86234.38733399997
2018-10-09,19.8,3.0,1.0,41.0,84653.091841
2018-10-08,3.0,29.0,1.0,50.0,94994.824693
2018-10-07,1.0,1.6,0.12,60.0,85570.727074
2018-10-06,1.2,2.1,0.21,53.0,160530.89129600007
2018-10-05,2.0,6.58,0.6000000000000001,40.0,95281.88077999999
