date,Day of Year,id,nlikes,nretweets,compound,neg,neu,pos
2018-01-01,1.0,9.48057994568331e+17,2.3011049723756907,4.505524861878453,0.16936629834254144,0.020690607734806632,0.902292817679558,0.07701381215469613
2018-01-02,2.0,9.48218449433824e+17,3.6682303461662893,2.6020705273374314,0.1414991103202847,0.02554674862504044,0.9004479132966678,0.07400355871886122
2018-01-04,4.0,9.49142395704126e+17,0.8200371057513914,2.189239332096475,0.14366549165120593,0.011773654916512059,0.915886827458256,0.07234508348794064
2018-01-05,5.0,9.492885444880749e+17,2.2498671861165223,1.588276961218346,0.14944223481494598,0.025135470161147512,0.8937549141136886,0.08111174074729945
2018-01-07,7.0,9.502331091210715e+17,4.51171875,1.708984375,0.167535546875,0.02228515625,0.894166015625,0.083548828125
2018-01-08,8.0,9.503846594231131e+17,2.575437621561545,1.6876910252848014,0.16542031119755488,0.023527646568491246,0.8969602667407612,0.07951333703806612
2018-01-10,10.0,9.51318054792343e+17,1.5701754385964912,0.9157894736842105,0.10854526315789474,0.04036140350877193,0.8868017543859649,0.07283859649122808
2018-01-11,11.0,9.514722460540371e+17,1.889191353082466,1.1961569255404323,0.1395286148919135,0.030638911128903122,0.898635548438751,0.0707191353082466
2018-01-13,13.0,9.524054652177332e+17,1.2183288409703503,0.7277628032345014,0.21003962264150944,0.01715633423180593,0.8827547169811321,0.10008625336927224
2018-01-14,14.0,9.525615872909097e+17,4.478355449206004,3.4855340439417013,0.18237100282793126,0.018127909506199698,0.9036604307156842,0.07821013704589949
2018-01-16,16.0,9.534923365714694e+17,1.7241379310344827,0.8600405679513184,0.14021359026369168,0.0396632860040568,0.8824137931034483,0.0779290060851927
2018-01-17,17.0,9.536458595636201e+17,2.5355699272433307,1.395984909727836,0.1107170035030989,0.035472379412557264,0.8939444893559687,0.07058097547830773
2018-01-19,19.0,9.54580580170612e+17,1.673529411764706,0.5558823529411765,0.14765029411764705,0.021047058823529412,0.9102529411764706,0.06870294117647059
2018-01-20,20.0,9.547317615668275e+17,2.185335223820134,1.4314360947944096,0.17233676321652824,0.018943285395989468,0.9070741340895281,0.07399129025724124
2018-01-22,22.0,9.556680199157015e+17,1.4195804195804196,0.7738927738927739,0.1741888111888112,0.02056410256410256,0.9025757575757576,0.07686013986013986
2018-01-23,23.0,9.558571914488945e+17,2.2420640104506857,1.4189418680600914,0.17063376877857608,0.021790986283474853,0.9002723709993469,0.07793533638145003
2018-01-24,24.0,9.56181872496846e+17,3.2916215240158904,2.4566630552546047,0.16346865294330082,0.026594799566630554,0.8962656193571686,0.07714030335861322
2018-01-26,26.0,9.571175393545914e+17,1.0207612456747406,0.3044982698961938,0.18432456747404843,0.012854671280276815,0.9081349480968859,0.079
2018-01-27,27.0,9.57273193716624e+17,2.648728813559322,1.5307203389830508,0.18154417372881357,0.01725487288135593,0.9049237288135593,0.07782372881355931
2018-01-29,29.0,9.58030224451883e+17,2.7136212624584717,1.7789590254706533,0.14797131782945736,0.02290033222591362,0.90601926910299,0.071074861572536
2018-01-31,31.0,9.589295314139048e+17,1.8694690265486726,0.9491150442477876,0.11508473451327435,0.03973672566371681,0.8842942477876107,0.07597787610619469
2018-02-01,32.0,9.590822646859671e+17,3.125208217656857,1.611188228761799,0.14476546363131593,0.03304497501388118,0.8837490283176014,0.08320446973903387
2018-02-03,34.0,9.600150897475352e+17,1.305921052631579,0.6282894736842105,0.16720723684210528,0.021713815789473685,0.9015098684210527,0.07677631578947368
2018-02-04,35.0,9.601696225181606e+17,2.764455617868884,2.188744923612454,0.1877562560433185,0.0185747437632953,0.9043566041384645,0.07707077934635467
2018-02-06,37.0,9.611026634183299e+17,0.9560723514211886,0.2997416020671835,0.14484005167958655,0.04132041343669251,0.8818139534883721,0.07687080103359173
2018-02-07,38.0,9.612900543674028e+17,3.112781954887218,2.353868542323551,0.17458915837982053,0.021684331797235022,0.9005630608780014,0.07775090953189426
2018-02-08,39.0,9.616484260177042e+17,3.272208044719893,2.4276339773970106,0.1873916757807753,0.016181431522663752,0.9048098189330417,0.0790064406367724
2018-02-09,40.0,9.619816300794529e+17,2.6504006868918144,2.0533772180881513,0.26768129650829997,0.017616771608471665,0.8617398397252433,0.12064310246136233
2018-02-12,43.0,9.632777936097649e+17,0.6029023746701847,0.26517150395778366,0.3976585751978892,0.008555408970976253,0.8720646437994722,0.11938126649076516
2018-02-13,44.0,9.634167378614678e+17,1.589591302597141,0.9808737668612845,0.39020252667606203,0.012486913629957722,0.8770811354942623,0.11043346084155427
2018-02-15,46.0,9.643651511473714e+17,2.046511627906977,1.3152454780361758,0.22236279069767442,0.01603359173126615,0.8920413436692507,0.09192248062015504
2018-02-16,47.0,9.645125490475685e+17,2.7790830945558738,1.9538681948424068,0.23155909742120345,0.021605300859598855,0.8755578796561605,0.1028362464183381
2018-02-18,49.0,9.654523098186168e+17,1.5348837209302326,0.5813953488372093,0.16158303571428573,0.01775,0.9137035714285714,0.06854642857142858
2018-02-19,50.0,9.655965101747101e+17,1.807114449845338,0.9867432611577552,0.15091059953627028,0.02271668322844209,0.9070877774097383,0.07019675389201722
2018-02-21,52.0,9.6645540539446e+17,1.6501547987616099,0.891640866873065,0.1952095975232198,0.06096284829721362,0.8187739938080495,0.12026315789473684
2018-02-23,54.0,9.671791222958527e+17,2.2375690607734806,1.143646408839779,0.18070718232044197,0.02524861878453039,0.8926022099447514,0.08214364640883978
2018-02-25,56.0,9.679886345668101e+17,1.3156424581005586,0.5614525139664804,0.22797569832402237,0.016522346368715083,0.897391061452514,0.08608100558659218
2018-02-26,57.0,9.681745572681696e+17,2.8075529542920847,1.749581939799331,0.2242102006688963,0.019649108138238575,0.8906328037904124,0.08971585841694538
2018-02-27,58.0,9.685304633995278e+17,2.416622055674518,1.2760974304068522,0.2055645074946467,0.021580299785867237,0.8942117237687366,0.08421025160599573
2018-02-28,59.0,9.688895969228472e+17,2.080647318443226,1.1876421024475057,0.19531160893406446,0.02110030761000401,0.8992233516116089,0.07967660826534706
2018-03-01,60.0,9.692543262021422e+17,2.7805535841022,1.7188076650106459,0.2034971327182399,0.022269127040454223,0.8933403832505322,0.08439290276792051
2018-03-02,61.0,9.696213110488943e+17,2.11518771331058,1.2151592718998863,0.18371299772468713,0.03289889078498293,0.8800054038680319,0.0870967007963595
2018-03-03,62.0,9.699796373221345e+17,3.1015219936444223,2.017059708981435,0.18684415454089312,0.03000886435858839,0.8864688074928918,0.08351814684729889
2018-03-04,63.0,9.703540314951747e+17,4.265816495528321,2.7316992381583307,0.22310662471016893,0.020611791984100694,0.8876932759191785,0.09169460086121232
