Date,Open,High,Low,Close,Volume,Personal Saving %,Close/Last,open,close,low,high,avgGas,nlikes,nretweets,compound,neg,neu,pos
2020-12-03,598.459229,622.452698,588.346375,616.70874,16146190946,14.0,3666.72,21.0,45.0,1.0,75.0,76023.97150700000,7.047067612999630,1.2730668658946600,0.2404126634292120,0.0205274561075831,0.8839458348898020,0.0955293238700037
2020-12-01,615.070313,635.160583,571.753967,587.324158,27178964465,14.0,3662.45,24.05,25.0,1.0,60.0,76874.74578700000,9.768326417704010,1.503918856615950,0.2142747118487780,0.0238402489626556,0.874064776394652,0.1020972798524670
2020-11-30,575.75708,615.24054,571.537781,614.842529,20276867833,13.0,3621.63,18.0,44.0,1.0,233.89,75611.47608400000,7.069583430300210,1.249243658366300,0.2165094251803580,0.0225811030951826,0.8831496392832210,0.094274610193158
2020-11-25,603.902039,605.094177,559.671387,570.686646,20088492893,13.0,3629.65,30.0,42.0,6.0,524.95,79566.370831,5.997599759976000,1.1974197419742000,0.1959569156915690,0.0259786978697869,0.8898853885388540,0.0841362136213621
2020-11-23,558.059509,609.98761,551.265259,608.454041,27272302872,13.0,3577.59,22.33,38.0,1.0,134.0,69441.780399,6.031566265060240,1.004578313253010,0.1669301927710840,0.0287036144578313,0.8888648192771090,0.0824310843373494
2020-11-19,479.481018,480.121735,465.704254,471.630432,12473929218,13.0,3581.87,39.15,28.0,1.0,116.0,73309.78564600010,7.111470860314520,1.2224791859389500,0.2195767345050880,0.0219740980573543,0.8896743755781680,0.0883482886216466
2020-11-17,464.406647,482.232208,460.776611,480.360077,14593057877,13.0,3609.53,31.0,66.0,1.0,171.6,78911.846292,6.137300531914890,1.6253324468085100,0.2169785904255320,0.023985704787234,0.8793161569148940,0.0966918218085106
2020-11-16,447.55899,463.831024,445.501617,459.940308,11441239444,13.0,3626.91,76.0,32.0,1.0,144.0,77854.115366,6.015867656988520,1.2164078325455800,0.2196718771100610,0.0255158676569885,0.877444969615125,0.0970371370695476
2020-11-12,462.959534,467.677826,452.072418,461.00528,12877327234,13.0,3537.01,25.3,14.3,1.0,97.0,82162.106297,3.425261996690570,0.8662437948152230,0.1643641478212910,0.029226971869829,0.8935113072255930,0.0772664092664092
2020-11-11,449.679657,473.578857,449.524933,462.960541,14075403511,13.0,3572.66,17.0,13.73,1.0,236.25,93767.651398,5.250238473767890,1.011764705882350,0.1179522416534180,0.0411844197138314,0.8832685214626390,0.0755484896661367
2020-11-10,444.166382,453.758362,439.600128,449.679626,12090381666,13.0,3545.53,22.03,30.0,1.0,81.0,101403.36333,4.624913494809690,0.7958477508650520,0.198313448673587,0.0240604382929642,0.8904558246828140,0.0854851211072664
2020-11-09,453.574158,457.349609,435.163879,444.163055,13704320630,13.0,3550.5,23.0,15.54,1.0,87.45,81306.459352,4.410597826086960,1.960054347826090,0.2220973097826090,0.0235434782608695,0.8795247282608700,0.0969358695652174
2020-11-06,414.066711,456.200623,412.9823,454.719299,16738305610,13.0,3509.44,28.74,25.0,1.0,138.0,72793.361801,5.45586917562724,1.4074820788530500,0.1988722894265230,0.021649193548387,0.8922921146953410,0.0860636200716845
2020-11-05,402.142944,417.52594,397.245819,414.067352,15440711038,13.0,3510.45,1.95,21.0,1.0,131.0,79545.422975,3.43744787322769,0.8628023352794000,0.2038608006672230,0.0193511259382819,0.895973311092577,0.0846728523769808
2020-11-04,387.60321,407.665649,377.827606,402.141998,15126077675,13.0,3443.44,18.6,21.0,1.0,124.0,75367.321277,7.601943597560980,3.518292682926830,0.2345137385670730,0.0175255335365853,0.8864801829268290,0.0959956173780487
2020-11-03,383.156036,389.515381,371.312744,387.602173,12588494762,13.0,3369.02,14.35,20.31,1.0,65.0,86850.87066300000,3.441090909090910,0.7530909090909090,0.3557702,0.0144783636363636,0.8566898181818180,0.1288312727272730
2020-11-02,396.355988,403.240753,381.017639,383.156738,13997574252,13.0,3310.24,16.0,26.0,1.0,73.0,83819.055772,1.891835422693670,0.4503375120540020,0.3709151719704280,0.0187973320475731,0.8443071359691420,0.1368942462230790
2020-10-30,386.730255,391.464722,375.092407,382.819977,13688056970,13.6,3269.96,19.1,28.8,1.0,60.5,91598.10834700000,5.311127115592370,1.5790421317969000,0.1848901332373060,0.0265747209218581,0.8911883327331650,0.0822401872524306
2020-10-28,403.997101,408.964752,381.146332,388.650757,15276441134,13.6,3271.03,24.9,27.0,1.0,116.0,83148.91029500000,4.051948051948050,0.8484848484848490,0.1824609307359310,0.0256847041847041,0.8885054112554110,0.0858044733044733
2020-10-27,393.888184,409.772858,390.608459,403.99704,13940434102,13.6,3390.68,25.0,29.0,1.0,141.0,78018.07532500000,4.381692573402420,2.021218850234390,0.1992768319763140,0.0282395756229953,0.8687727609178390,0.1029864298050830
2020-10-26,406.217987,411.279877,383.782898,393.888306,15155684229,13.6,3400.97,22.0,23.0,1.0,63.0,86009.805548,5.223690651003430,2.629221732745960,0.2043445912873230,0.02871953010279,0.8629642682329910,0.1083127753303960
2020-10-23,414.051331,418.95993,403.082031,409.766693,14256222052,13.6,3465.39,18.0,26.0,1.0,37.0,107821.09724600000,4.626373626373630,1.857927786499220,0.1701710361067500,0.0197613814756671,0.9067987964416540,0.0734369440083725
2020-10-22,391.488617,420.141663,391.276306,413.77298,15772846485,13.6,3453.49,29.0,37.0,1.0,200.0,72841.80591100000,5.175524787851720,1.023671281822240,0.1786497990174180,0.0221958463599821,0.8978662349263060,0.0799363555158552
2020-10-21,369.059418,400.627258,368.727966,392.189972,20241324322,13.6,3435.56,35.0,37.0,20.1,92.0,73788.10222000000,8.832958126969830,2.0175596578118000,0.1717550202611440,0.0246515083295812,0.8945042773525440,0.0808408374606033
2020-10-19,378.469635,383.317657,373.702271,379.935608,12811242092,13.6,3426.92,37.0,24.0,1.0,172.5,87963.383461,5.3299370692238500,2.298172010788130,0.2199864249325740,0.0228151033862751,0.876951153730896,0.1002331435421040
2020-10-16,377.8685,380.021515,362.597412,366.229004,14670784817,13.6,3483.81,20.0,21.0,1.0,43.0,109204.874856,2.278737135879990,0.6537589394732250,0.3791127507413220,0.0149553462410605,0.737295831152974,0.2477495203209490
2020-10-15,379.19223,381.208771,371.354126,377.441833,14964182545,13.6,3483.34,19.29,22.2,1.0,83.0,80665.78882100000,3.8466930813776300,0.9832368180432790,0.2044786345626330,0.0191142944224321,0.8958262724779030,0.0850557756781469
2020-10-13,387.142944,387.375671,375.582458,381.190765,14226744838,13.6,3511.93,60.0,33.0,1.0,500.0,80252.474789,3.953143676787000,1.1035142242409800,0.2634377002151570,0.0161422424097537,0.8352335644274450,0.148622519722687
2020-10-12,374.798737,395.122162,366.642334,387.731262,15867455424,13.6,3534.22,48.0,50.0,1.0,300.0,85819.28172100000,4.4150392817059500,1.1997755331088700,0.1952470258136930,0.0266588103254769,0.8782989898989900,0.0950421997755331
2020-10-08,342.044647,352.211487,335.647491,350.766144,13461017711,13.6,3446.83,38.0,62.0,1.0,130.81,84861.04119700000,5.470303030303030,1.4387878787878800,0.1475708484848490,0.032110303030303,0.8899921212121210,0.0778990909090909
2020-10-07,340.943085,342.450836,334.545563,341.808655,11929918060,13.6,3419.45,46.0,47.0,1.0,115.0,80920.24093900000,6.927377696748710,1.3102400486174400,0.1448446368884840,0.0301993315101792,0.8949541172895780,0.0748517168034032
2020-10-05,352.736816,355.214081,349.679901,353.956787,11809507622,13.6,3408.63,118.8,44.0,1.0,191.4,79266.56607300000,6.568673883626520,3.168132611637350,0.1693848443843030,0.0237374830852503,0.8964414749661700,0.0798169824086603
2020-10-02,352.949677,354.115417,336.467163,346.238922,14215390463,13.6,3348.44,42.0,50.0,1.0,114.0,101943.52595400000,4.900449101796410,1.3622754491018000,0.2077659805389220,0.0293727544910179,0.8692773203592810,0.1013540419161680
2020-09-30,360.038513,361.178772,353.327942,359.937866,11818610610,14.3,3363.0,44.0,78.0,1.0,240.0,94171.51096000000,4.876918783142620,1.5534468322634700,0.2539789840915430,0.0285749372034607,0.870588333798493,0.100840636338264
2020-09-29,354.363007,360.353363,352.146851,359.757385,11600013236,14.3,3335.47,76.0,63.0,1.0,206.0,74842.33919500000,2.7253711201079600,0.6997300944669370,0.2495985829959510,0.0234946018893387,0.8819952766531720,0.0945112460638776
2020-09-28,357.925934,366.432159,354.547638,355.159424,14258455166,14.3,3351.6,63.0,54.0,1.0,262.63,78329.98193400000,3.2567066521265,0.8314067611777540,0.2431966194111230,0.0241443838604143,0.8817838604143950,0.0940667393675027
2020-09-24,320.985016,351.461487,318.545105,349.355591,15714304470,14.3,3246.59,61.0,100.43,1.0,140.0,86390.02602000000,4.890230515916580,1.6649286498353500,0.2448765642151480,0.025277716794731,0.8777346322722280,0.0969851811196487
2020-09-23,344.589905,344.671387,318.969208,321.116302,12899346599,14.3,3236.92,105.1,212.0,1.0,212.0,90086.26483,2.9068197164078300,0.7438667566959260,0.2395861805086650,0.0268037362142696,0.875741841098357,0.0974546477605221
2020-09-22,341.723816,346.60083,336.855042,344.503174,12732578043,14.3,3315.57,214.0,109.0,1.0,214.0,78344.752938,4.057501652346330,1.0259969156201800,0.2476449217889400,0.0272734082397003,0.8715847102886100,0.1011396783432470
2020-09-21,371.400146,375.73703,336.06897,341.786072,17398267133,14.3,3281.06,98.0,85.0,1.0,290.0,77881.421458,3.1393243541620700,0.7147273128725990,0.2294557739015240,0.0300523294325458,0.8731629498785600,0.0967807463016118
2020-09-17,365.865784,393.901611,364.795135,389.019226,19899531080,14.3,3357.01,172.0,400.0,1.0,501.0,66263.067773,4.4527602007418700,0.9962906393192230,0.2169141828496620,0.0310357844206851,0.8738699541784860,0.0950942614008291
2020-09-16,364.743988,372.767426,356.682739,365.812286,16107612177,14.3,3385.49,504.0,98.4,1.0,700.0,63723.15192400000,6.439621830683280,2.188654920498500,0.2259536957455950,0.0285191233347657,0.877723033949291,0.0937595616673829
2020-09-15,377.154022,381.508301,363.606812,364.839203,16140584321,14.3,3401.2,85.0,105.0,6.0,216.0,91861.52895600000,3.384302194073740,0.9504636959963810,0.2398503505994120,0.0248466410314408,0.8797220085953400,0.0954281836688532
2020-09-14,365.699585,384.485199,357.569763,377.26886,17536695361,14.3,3383.54,83.26,88.0,1.0,300.0,81833.16170400000,3.273860705073090,0.8665090283748930,0.2318891229578680,0.0247889079965606,0.8838241616509030,0.0913869303525365
2020-09-10,351.429321,377.393585,351.111755,368.101898,31421134556,14.3,3339.19,80.0,127.0,1.0,204.6,81641.69407200000,3.715197956577270,0.8618135376756070,0.2534391570881230,0.0259813537675606,0.873411238825032,0.1006035759897830
2020-09-09,337.824921,359.16449,332.165009,351.110016,14547933520,14.3,3398.96,130.0,93.0,1.0,300.0,75302.39191300000,3.12782859894078,0.8468945594607610,0.2262642753972080,0.028975204622051,0.8707000481463650,0.1003358208955220
2020-09-04,384.671631,402.411743,371.636688,388.24115,16747106257,14.3,3426.96,105.0,99.0,1.0,550.0,78742.346372,3.4394336654431000,1.0015731515469300,0.2322929732564240,0.030360513896172,0.8696680650235970,0.0999601468274777
2020-09-02,477.007874,480.330994,424.460022,440.040497,19691854014,14.3,3580.84,164.0,352.0,1.0,527.0,74315.14501700000,3.9459724950884100,0.912770137524558,0.1813900785854620,0.0377141453831041,0.8718222003929270,0.0904620825147347
2020-09-01,434.874451,487.211884,432.079193,477.05191,18862763756,14.3,3526.65,476.0,479.0,1.0,646.0,71240.30553100000,5.113545542235080,1.0095080611823100,0.1839501309080890,0.0312305360341739,0.8804117403885900,0.0883573101832713
2020-08-31,428.509003,438.560333,419.770172,435.079742,12774741797,15.0,3500.31,481.0,168.0,1.0,555.6,67262.805043,4.575936519653070,1.61099833917697,0.1698624838531090,0.037427385126407,0.8805681860121790,0.0820003690717844
2020-08-28,382.629578,397.757629,381.273834,395.874664,9120674421,15.0,3508.01,105.0,80.0,1.0,129.75,89976.63128900000,4.06948565776459,0.9794757665677550,0.1998742581602370,0.0299564787339268,0.881356824925816,0.0886862017804154
2020-08-26,383.977448,391.87326,378.705841,386.466125,9967343483,15.0,3478.73,51.0,57.0,1.0,138.0,86404.514386,3.667213498945400,1.0442934145769900,0.1984425826107340,0.0302270916334661,0.8829278181392080,0.08684087180689
2020-08-25,408.071686,408.527924,374.355377,384.001038,12428442042,15.0,3443.62,30.1,66.0,1.0,135.52,82796.570292,4.762972818855730,0.9984793765443830,0.1918436038775900,0.0339224482037635,0.8780589241589050,0.0880171070138756
2020-08-24,391.678986,409.38858,389.314606,408.144196,10328860398,15.0,3431.28,57.0,76.0,1.0,188.0,71418.79627200000,3.92728775046478,1.0541210493699600,0.2336597190663090,0.0246019417475728,0.8824063210080560,0.0929880190043379
2020-08-21,416.148773,418.63797,387.441132,389.126343,11781796374,15.0,3397.16,65.0,101.0,60.0,150.0,86570.964484,2.7796434494195700,0.5847844112769490,0.2735226160862350,0.0295460199004975,0.8455138888888890,0.1249359452736320
2020-08-20,406.758911,418.734436,404.026093,416.439789,10043032427,15.0,3385.51,112.2,94.0,1.0,264.0,67710.97062800000,3.629366106080210,0.9049159120310480,0.2021556705476500,0.0349144027598102,0.8709202242345840,0.0941679603277274
2020-08-18,429.669617,432.580292,419.674103,423.669312,11978984079,15.0,3389.78,96.0,89.0,1.0,206.7,71163.95862200000,3.225535375440500,0.8023854703171590,0.2118541339116290,0.0290596367579289,0.8799547302792090,0.0909869883437246
2020-08-14,428.677277,444.577759,423.345856,437.397827,15064589987,15.0,3372.85,80.0,102.0,77.52,132.0,79339.23479700000,5.301195090439280,0.9880490956072350,0.2157373546511630,0.0304488049095607,0.8722139857881140,0.0973322028423772
2020-08-13,390.838104,432.904602,379.710876,428.741791,18480303526,15.0,3373.43,102.0,149.03,1.0,305.0,74762.608218,4.374472078836230,1.0086031597059300,0.1903321758173000,0.0376303769748162,0.8686134834975760,0.0937562959486938
2020-08-12,380.063812,391.312317,367.923615,391.02417,12408772745,15.0,3380.35,132.0,275.0,1.0,386.1,73220.724696,4.691065473055990,1.0317711076004900,0.1980628576443740,0.038419167983149,0.8666708794102160,0.0949094260136914
2020-08-11,395.894714,398.478912,370.860626,380.384064,12792218737,15.0,3333.69,275.0,131.0,1.0,284.9,67951.23201,5.915291529152920,0.7315731573157320,0.2094205720572060,0.0335786578657865,0.8721001100110010,0.0943245324532453
2020-08-07,395.226868,398.249023,367.935516,379.512848,12751687084,15.0,3351.28,60.0,46.0,30.1,110.0,81152.137325,4.972693032015070,1.051789077212810,0.2027160263653480,0.0400783427495291,0.8626455743879470,0.0972757062146892
2020-08-06,401.583862,403.488678,392.600189,394.961945,11304626458,15.0,3349.16,40.0,39.0,33.0,103.0,66531.98248800000,4.180726800778720,1.0918234912394500,0.1864195165476960,0.0438677806619078,0.8616187540558080,0.094510545100584
2020-08-05,389.710815,406.303955,386.218475,401.590576,12875466638,15.0,3327.77,39.0,33.0,1.0,85.0,73407.808667,4.843903263994590,1.1202435312024400,0.2136310333164210,0.0292465753424657,0.8757948587857260,0.0949585658718078
2020-08-04,386.156464,400.700623,382.985107,389.875488,14086704221,15.0,3306.51,32.0,35.0,29.0,79.0,74063.10475700000,5.108791208791210,1.3787545787545800,0.2267345787545790,0.0289007326007326,0.8731774725274730,0.097921978021978
2020-08-03,371.13385,396.506989,369.336334,386.295166,12834648062,15.0,3294.61,34.0,38.5,1.0,100.0,77400.82739100000,4.427861579414370,1.054125998225380,0.2176249334516420,0.0267465838509316,0.8768001774622890,0.096456610470275
2020-07-31,334.633728,348.611359,329.340942,345.554657,12030600492,18.7,3271.12,52.93,43.0,6.0,80.0,77049.55948900000,5.34508547008547,1.5032051282051300,0.2207645299145300,0.02246047008547,0.8837132478632480,0.0938305555555555
2020-07-29,316.555359,324.380798,313.109589,318.190887,10878845706,18.7,3258.44,52.0,40.0,1.0,90.3,78650.36176400000,3.614085177254340,0.9961931953366640,0.2173820366404950,0.0230868427313823,0.8841391862955030,0.0927725434213656
2020-07-28,321.829742,325.905975,307.721344,316.657257,12357108065,18.7,3218.44,41.0,40.0,32.41,102.3,78207.63788900000,3.944432338200040,1.098932229243840,0.2013283939856180,0.0257666158204401,0.888420570930486,0.0858162998474613
2020-07-24,274.722687,286.192841,269.239777,279.215424,9466060358,18.7,3215.63,50.1,58.8,6.0,101.2,74524.76398300000,4.098101265822790,0.923259493670886,0.2096335838607600,0.0258239715189873,0.8887579113924050,0.0854195015822784
2020-07-23,262.388641,277.583466,261.047089,274.689056,10281309262,18.7,3235.66,62.0,47.0,40.0,93.0,76281.81925000000,3.776300119094880,0.815005954743946,0.2057724295355300,0.0271490670901151,0.8856292179436290,0.0872199285430726
2020-07-21,236.302505,246.186264,235.680969,245.016724,6806696015,18.7,3257.3,57.5,50.0,1.0,91.0,72019.57545300000,5.001279426816790,1.058085977482090,0.2268199334698060,0.0234242579324462,0.8869557318321390,0.0896128454452405
2020-07-20,238.494873,239.576248,234.852646,236.153168,5600686192,18.7,3251.84,35.0,63.0,1.0,128.07,73843.81473700000,3.6168531928900600,1.1066491112574100,0.2260283739302170,0.0255736229975861,0.8842218564845290,0.0901996927803379
2020-07-17,233.691391,234.41507,232.10997,232.773087,5859850529,18.7,3224.73,38.0,25.0,1.0,73.0,82163.20212500000,2.849782923299570,0.7545586107091170,0.2305,0.0235154848046309,0.8908092619392190,0.0856746743849493
2020-07-16,238.450912,239.006256,231.62117,233.640884,5832057567,18.7,3215.57,33.0,40.0,29.8,84.82,71279.78056700000,3.660250801983090,0.8813065033537480,0.2382053951589380,0.0275599300087489,0.8824561096529600,0.0899792942548848
2020-07-14,239.975616,242.003784,237.796188,240.211487,7357458555,18.7,3197.52,30.0,23.0,13.4,76.65,84971.50987100000,3.447326288824850,1.3544668587896300,0.2352869676593020,0.0224578930515529,0.8907835414665390,0.0867547230227345
2020-07-10,242.868011,242.883789,236.73053,240.984985,7281370522,18.7,3185.04,18.0,55.0,1.0,55.0,95179.82070900000,2.7507552870090600,0.7079556898288020,0.2189786505538770,0.0254710473313192,0.8889977341389730,0.0855281973816717
2020-07-08,239.159973,248.308868,238.398376,246.670013,9892586411,18.7,3169.94,30.0,26.18,1.0,65.0,76685.402835,3.2785782901056700,0.7898655139289150,0.2198823967339100,0.0210530739673391,0.895341018251681,0.0836013448607108
2020-07-07,240.972595,242.681854,234.218658,239.075531,6441497597,18.7,3145.32,36.0,23.0,17.6,84.0,79718.67785900000,2.4076662008384900,0.6204831303653420,0.2136839289279300,0.0241185865442204,0.8902974645637850,0.0855815532042323
2020-07-06,227.685013,242.132706,227.029526,241.510223,8782917553,18.7,3179.72,26.0,28.0,18.67,58.0,81179.51073700000,3.427194215705970,0.9407511548503720,0.2151148222534650,0.0233484635468969,0.891350271138783,0.0853024703755774
2020-07-02,231.28891,232.396881,225.46196,229.392197,6212210566,18.7,3130.01,26.4,23.14,23.14,60.0,97159.95289200000,3.340162699608320,0.8885206387466110,0.1924817716179570,0.0258650195842121,0.8933211810786380,0.0808144019282916
2020-06-30,227.96843,229.476807,224.815186,226.315002,6094093001,19.3,3100.29,24.2,25.0,1.0,76.0,88554.185095,3.872645739910310,1.5112107623318400,0.1961736920777280,0.0273461883408071,0.8922603886397610,0.0803898355754858
2020-06-26,232.877487,233.901932,229.25946,229.668045,7187490226,19.3,3009.05,36.0,26.0,1.0,66.0,77540.343347,4.315095846645370,1.351437699680510,0.1920251198083070,0.0309972044728434,0.8824125399361020,0.0865934504792332
2020-06-24,244.185928,248.508026,232.807739,235.772461,8815030025,19.3,3050.33,26.0,25.0,22.0,63.0,84774.61117300000,3.6196660482374800,1.1792207792207800,0.1895852690166980,0.0306044526901669,0.8805102040816330,0.0888864564007421
2020-06-22,229.003372,243.776016,228.934738,242.533188,9079586552,19.3,3117.86,25.0,36.0,6.0,56.0,79162.37971700000,3.0415151515151500,0.9193939393939390,0.1932077575757580,0.0255490909090909,0.889789090909091,0.0846627272727272
2020-06-19,231.954971,232.154114,226.795181,227.13829,6946372590,19.3,3097.74,14.8,21.0,1.0,40.0,92956.214844,4.469169824319670,0.9383396486393390,0.195568308646228,0.0281705132621426,0.8776930761281430,0.0941401997933172
2020-06-17,234.492371,235.954056,229.341644,233.028275,7701391592,19.3,3113.49,30.0,30.0,1.0,60.0,74697.40623600000,3.629578438147890,0.9754664823773320,0.1832430545957150,0.0327225293711126,0.8834398756046990,0.0838417415342087
2020-06-15,234.058304,234.237839,221.24176,229.928909,10536099884,19.3,3066.59,27.0,34.0,1.0,67.5,84342.88042100000,4.223443223443220,1.292707292707290,0.2156299034299030,0.0258934398934398,0.8806796536796540,0.0934338994338994
2020-06-12,231.625458,239.354691,229.645065,237.49321,8868955009,19.3,3041.31,15.73,20.02,12.8,35.0,89141.80975800000,4.014889815366290,1.3767123287671200,0.2247907087552110,0.0307066706372841,0.865312686122692,0.1039749851101850
2020-06-11,247.548538,249.888306,229.942978,231.702667,12356528860,19.3,3002.1,22.0,25.0,6.0,40.3,86626.48340600000,2.73767082590612,1.1428995840760500,0.2132407011289360,0.0291316102198455,0.8781628045157460,0.0927029114676173
2020-06-10,244.822067,248.651154,242.819748,247.444946,8792990206,19.3,3190.14,25.0,27.0,6.0,76.68,77597.71518800000,4.320342946219800,1.2868277474668700,0.203302182385035,0.0297001818654195,0.8787012210963890,0.0915965185762535
2020-06-09,246.175018,248.342438,242.338547,244.911453,8446545788,19.3,3207.18,25.0,20.0,1.0,59.0,71033.44345800000,3.262172284644200,1.0878709305675600,0.2057523192163640,0.0224730625180063,0.8899265341400170,0.0875963699222126
2020-06-08,245.178574,246.644196,241.542191,246.309906,8076783299,19.3,3232.39,30.0,20.4,15.0,51.41,71815.56420700000,3.5,1.1009174311926600,0.2037217029816510,0.0207557339449541,0.895415137614679,0.0838259747706422
2020-06-05,244.349594,247.329498,240.682053,241.221985,9293963914,19.3,3193.93,17.62,19.0,1.0,93.0,81200.240851,4.187565126780130,1.708579367836050,0.1956535255296980,0.0258329281000347,0.8907172629385200,0.0834445988190343
2020-06-03,237.395218,244.179321,235.464447,244.179321,9861760817,19.3,3122.87,14.0,17.9,1.0,42.0,97565.403936,3.3895857088559500,1.0672748004561000,0.2223933105283160,0.0288354237932345,0.8750315469403270,0.0961330292664386
2020-06-01,230.86026,248.236282,230.488052,246.99176,13951727936,19.3,3055.73,19.0,21.11,1.0,78.75,71681.05864900000,5.011961722488040,1.4757347915242700,0.1983333561175670,0.0224084073820915,0.894474025974026,0.0831196172248803
2020-05-29,219.925049,224.216873,218.238052,220.675125,12265816557,24.8,3044.31,20.0,10.0,10.0,50.0,84375.12381000010,3.0254703328509400,0.8816208393632420,0.1922773950795950,0.0234833574529667,0.8971134587554270,0.0794028943560057
2020-05-28,208.885437,220.276505,206.242661,219.840424,12212469604,24.8,3029.73,12.1,29.0,1.0,44.0,80467.29589500000,3.397760754272250,0.8223335297583970,0.177969652327637,0.0240559811431938,0.897581319976429,0.0783606364172068
2020-05-26,205.259567,205.752548,200.264282,201.902313,10159741290,24.8,2991.77,28.0,30.8,1.0,72.0,78218.50966,2.6660007990411500,0.8593687574910110,0.1898294446664000,0.0241933679584498,0.8961514182980420,0.0796544147023571
2020-05-22,199.837112,208.591537,198.040863,207.169189,12041592114,24.8,2955.45,11.0,15.42,9.21,33.0,84397.73032000000,3.540845886442640,0.8852838933951330,0.1821430475086910,0.0259513325608343,0.889657010428737,0.084388180764774
2020-05-21,210.12915,211.625183,193.346436,199.883606,13308321229,24.8,2948.51,22.0,27.61,1.0,47.0,73507.54625100000,4.237764350453170,1.0302114803625400,0.1918916616314200,0.0308619335347432,0.8816172205438070,0.0875114803625377
2020-05-20,213.446243,214.716827,207.975815,210.096741,12730175511,24.8,2971.61,25.0,15.0,9.0,81.0,80235.38627100000,4.571386168002370,1.0204808548530700,0.200287088156723,0.0226636984268328,0.8945583259127340,0.0827744137726328
2020-05-19,214.604935,214.604935,210.143051,213.451111,14346192779,24.8,2922.94,19.0,14.0,1.0,60.0,86438.39362300000,3.37638036809816,1.0892638036809800,0.1993791411042940,0.0266383435582822,0.8888101226993870,0.0845573619631901
2020-05-18,207.179779,215.908463,207.10907,214.525055,17411566928,24.8,2953.91,14.0,15.0,6.0,42.0,83669.06582400000,10.440961031350700,1.951948432464110,0.1740992675065920,0.027753296220334,0.8921139759742160,0.0801324348080867
2020-05-14,198.89151,204.117599,196.86882,202.949097,20150524861,24.8,2852.5,14.0,19.8,1.0,36.0,79261.84079700000,3.955325443786980,0.8263313609467460,0.1964537869822490,0.0274757396449704,0.8796130177514790,0.0929091715976331
